num_positive,num_negative,temprature,counters,acc,ece,auc
0,8,0.7,0,0.6150696150696150,0.5102825552825550,0.5888635139112840
4,4,0.7,0,0.61998361998362,0.28798198198198200,0.6246207978078330
8,0,0.7,0,0.5077805077805080,0.42771498771498800,0.5004165676458270
2,6,0.7,0,0.6126126126126130,0.38304750204750200,0.6179113382647180
6,2,0.7,0,0.6232596232596230,0.21029647829647800,0.6242498869855210
