num_positive,num_negative,temprature,counters,acc,ece,auc
4,4,0.7,0,0.5986895986895987,0.28762817362817367,0.5960820297248833
2,6,0.7,0,0.6150696150696151,0.3872538902538903,0.6136443146792591
6,2,0.7,0,0.6085176085176085,0.22431122031122003,0.6124566580611671
0,8,0.7,0,0.6060606060606061,0.5003226863226863,0.5710969907926569
8,0,0.7,0,0.4954954954954955,0.4401195741195746,0.4813752127114028
